Route_Number,Reason,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
M659,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,5,Running Late
L013,Heavy Traffic,08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,3,Running Late
M540,Heavy Traffic,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,30 MIN,4,Running Late
Q195,Heavy Traffic,08 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,5,Running Late
M471,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,25 MIN,7,Running Late
N003,Heavy Traffic,08 O'Clock,Nassau County,VAN TRANS LLC ,15 MIN,5,Running Late
M220,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,4,Running Late
L628,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
R695,Heavy Traffic,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
M215,Mechanical Problem,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,-1,10,Breakdown
K780,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,11,Running Late
L035,Heavy Traffic,08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,4,Running Late
L338,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
M130,Mechanical Problem,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,5,Breakdown
L015,Heavy Traffic,08 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,3,Running Late
M665,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
L618,Mechanical Problem,13 O'Clock,Others,"RELIANT TRANS, INC. ",-1,4,Breakdown
K101,Delayed by School,14 O'Clock,Brooklyn,"BORO TRANSIT, INC.",145 HR,1,Running Late
L057,Mechanical Problem,14 O'Clock,Brooklyn,L & M BUS CORP. ,-1,5,Breakdown
Y650,Mechanical Problem,15 O'Clock,Others,"BORO TRANSIT, INC.",45 MIN,6,Running Late
K895,Other,16 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",1 HR,7,Running Late
X601,Heavy Traffic,16 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,3,Running Late
M752,Heavy Traffic,16 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,1,Running Late
Y816,Mechanical Problem,15 O'Clock,Manhattan,"MONTAUK STUDENT TRANS, IN",35-45 MIN,5,Running Late
Y903,Other,06 O'Clock,Manhattan,PRIDE TRANSPORTATION ,35 MIN,1,Running Late
X443,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,3,Running Late
Q000,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
M139,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
P562,Heavy Traffic,06 O'Clock,Manhattan,ACME BUS CORP. ,35 MIN,2,Running Late
X245,Other,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,7,Running Late
L956,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
W830,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,-1,2,Running Late
M036,Heavy Traffic,07 O'Clock,Manhattan,"THOMAS BUSES, INC. ",20 MIN,1,Running Late
X8664,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,6,Running Late
Q053,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
W905,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,25 MIN,1,Running Late
K877,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
X060,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
M896,Other,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,40 MIN,5,Running Late
M462,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
L926,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q195,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,5,Running Late
X045,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
Y964,Other,07 O'Clock,Manhattan,"DON THOMAS BUSES, INC. ",1 HR,2,Running Late
X225,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M550,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
Q114,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X379,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,13,Running Late
P531,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,3,Running Late
Q305,Mechanical Problem,07 O'Clock,Queens,"RELIANT TRANS, INC. ",-1,11,Breakdown
X928,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,2,Running Late
X247,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
P237,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M950,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,5,Running Late
Y916,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,7,Running Late
P236,Heavy Traffic,07 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,15 MIN,7,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,7,Running Late
M270,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,35 MIN,5,Running Late
Q053,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
J714,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
M111,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,15 MIN,3,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,7,Running Late
K723,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,11,Running Late
K637,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
Q072,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,15,Running Late
K338,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,9,Running Late
L783,Mechanical Problem,07 O'Clock,Others,"RELIANT TRANS, INC. ",-1,1,Breakdown
K568,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
L631,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
M278,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,8,Running Late
L518,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,11,Running Late
J712,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,7,Running Late
M281,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,6,Running Late
L782,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
K102,Other,14 O'Clock,Brooklyn,"BORO TRANSIT, INC.",-1,3,Breakdown
K892,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,8,Running Late
M471,Problem Run,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,6,Running Late
X001,Heavy Traffic,08 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,15,Running Late
L577,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
J707,Heavy Traffic,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",-1,7,Running Late
Q345,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
M913,Heavy Traffic,08 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,3,Running Late
M8070,Heavy Traffic,08 O'Clock,Manhattan,SNT BUS INC,25-30 MIN,2,Running Late
Y960,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,7,Running Late
M113,Problem Run,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,1 HR,7,Running Late
L623,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
L035,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
L684,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
K780,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,11,Running Late
M753,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
M303,Heavy Traffic,08 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,1,Running Late
M772,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,3,Running Late
L015,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
X601,Heavy Traffic,16 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,4,Running Late
M753,Heavy Traffic,17 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,1,Running Late
K664,Heavy Traffic,06 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X443,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,4,Running Late
P723,Heavy Traffic,07 O'Clock,Queens,G.V.C. LTD. ,10 MIN,3,Running Late
M139,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
L057,Mechanical Problem,07 O'Clock,Brooklyn,L & M BUS CORP. ,-1,1,Breakdown
K079,Other,07 O'Clock,Brooklyn,L & M BUS CORP. ,-1,3,Breakdown
Q298,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,40 MIN,5,Running Late
X205,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,12,Running Late
K517,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,10,Running Late
Q195,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,6,Running Late
W799,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,15 MIN,2,Running Late
M095,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,2,Running Late
X178,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,9,Running Late
X060,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
K956,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
X262,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M550,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
L022,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,25 MIN,3,Running Late
X161,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
K877,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,8,Running Late
L780,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
X238,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,11,Running Late
K337,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
L536,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,10,Running Late
N212,Heavy Traffic,07 O'Clock,Nassau County,VAN TRANS LLC ,20 MIN,3,Running Late
K568,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
L926,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
M950,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,1,Running Late
X201,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,12,Running Late
X928,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,2,Running Late
M867,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,5,Running Late
X056,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",202 MIN,11,Running Late
W814,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,2,Running Late
Q034,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
Y973,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
K349,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
M949,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,5,Running Late
L607,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
J708,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,9,Running Late
M659,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,6,Running Late
R541,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,7,Running Late
L707,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,8,Running Late
L013,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,3,Running Late
X431,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,7,Running Late
J712,Heavy Traffic,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
K637,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
L600,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
X959,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,1,Running Late
M270,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,5,Running Late
M868,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,5,Running Late
L623,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M586,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
R627,Heavy Traffic,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M113,Problem Run,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,40 MIN,7,Running Late
L035,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,4,Running Late
M116,Weather Conditions,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,15 MIN,3,Running Late
L576,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
M753,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,35 MIN,5,Running Late
M272,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
Y903,Heavy Traffic,09 O'Clock,Bronx,PRIDE TRANSPORTATION ,1 HR,1,Running Late
K557,Flat Tire,13 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,4,Breakdown
Y973,Heavy Traffic,14 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
K895,Other,15 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",1 HR,8,Running Late
X337,Accident,06 O'Clock,Bronx,"BORO TRANSIT, INC.",40 MIN,2,Running Late
Q2976,Mechanical Problem,06 O'Clock,Queens,PRIDE TRANSPORTATION ,-1,2,Breakdown
Q2977,Flat Tire,06 O'Clock,Queens,PRIDE TRANSPORTATION ,30 MIN,4,Running Late
Y723,Flat Tire,05 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
Q000,Heavy Traffic,06 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
L600,Heavy Traffic,06 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
X339,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,1,Running Late
X8657,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,3,Running Late
X349,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X397,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X001,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X114,Other,06 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,1,Running Late
Y984,Heavy Traffic,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,1,Running Late
M167,Flat Tire,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,6,Breakdown
L022,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,2,Running Late
K568,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
Q3374,Heavy Traffic,06 O'Clock,Queens,PRIDE TRANSPORTATION ,30 MIN,4,Running Late
M474,Heavy Traffic,06 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,3,Running Late
M266,Flat Tire,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,1,Running Late
R370,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,2,Running Late
Y924,Other,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",10 MIN,2,Running Late
X928,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,1,Running Late
M012,Mechanical Problem,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",45 MIN,4,Running Late
Y908,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,3,Running Late
Q131,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
P302,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,1,Running Late
Y923,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,5,Running Late
L951,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
X8565,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,4,Running Late
P531,Other,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,2,Running Late
X054,Other,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,7,Running Late
X178,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
Y812,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,1,Running Late
W899,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,15 MIN,2,Running Late
X161,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,8,Running Late
X398,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,9,Running Late
Q821,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,45 MIN,3,Running Late
Q298,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,25 MIN,5,Running Late
Q195,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
X205,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
X262,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
K492,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
M510,Mechanical Problem,06 O'Clock,Manhattan,LEESEL TRANSP CORP ,-1,1,Breakdown
X149,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
P609,Other,07 O'Clock,Others,ACME BUS CORP. ,10 MIN,8,Running Late
X060,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
M753,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,1,Running Late
X247,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
L526,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X238,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
X379,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
L013,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
R624,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
M636,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
X798,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,2,Running Late
X223,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
P875,Heavy Traffic,07 O'Clock,Queens,MUTUAL BUS CORP. ,15 MIN,4,Running Late
Y900,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,2,Running Late
L543,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
Y902,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,3,Running Late
Q002,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
Y909,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,5,Running Late
K337,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M550,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
J719,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
Y904,Heavy Traffic,07 O'Clock,Others,PRIDE TRANSPORTATION ,45 MIN,8,Running Late
Q604,Heavy Traffic,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,10 MIN,7,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,4,Running Late
K877,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
L620,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
K337,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
J788,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,12,Running Late
M235,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
X225,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M606,Other,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M536,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X928,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,2,Running Late
U913,Heavy Traffic,07 O'Clock,Rockland County,PRIDE TRANSPORTATION ,45 MIN,3,Running Late
L644,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
Y505,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,4,Running Late
M817,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,1 HR,2,Running Late
X651,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,7,Running Late
M054,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
L780,Heavy Traffic,08 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
M927,Heavy Traffic,08 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,4,Running Late
M462,Problem Run,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
L685,Mechanical Problem,08 O'Clock,Others,"RELIANT TRANS, INC. ",-1,2,Breakdown
U901,Heavy Traffic,08 O'Clock,Rockland County,PRIDE TRANSPORTATION ,45 MIN,1,Running Late
L035,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
M113,Problem Run,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,7,Running Late
P375,Heavy Traffic,08 O'Clock,Queens,HOYT TRANSPORTATION CORP.,15 MIN,5,Running Late
M949,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,3,Running Late
M447,Heavy Traffic,08 O'Clock,Manhattan,B & F SKILLED INC.,25 MIN,1,Running Late
M448,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,3,Running Late
Y938,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,1 HR,1,Running Late
X688,Heavy Traffic,14 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,2,Running Late
Q9980,Other,14 O'Clock,Queens,PRIDE TRANSPORTATION ,20 MIN,1,Running Late
M723,Accident,15 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,10,Running Late
X601,Heavy Traffic,16 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,3,Running Late
X020,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X225,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,1,Running Late
X262,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X379,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,3,Running Late
X060,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,4,Running Late
X919,Heavy Traffic,06 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,3,Running Late
