Route_Number,Reason,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
X307,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,6,Running Late
X044,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
X375,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
R860,Heavy Traffic,07 O'Clock,Staten Island,B & F SKILLED INC.,15 MIN,1,Running Late
X065,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,7,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,2,Running Late
L771,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
X380,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,8,Running Late
M462,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
X262,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
Y971,Other,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
Y959,Heavy Traffic,07 O'Clock,Manhattan,"DON THOMAS BUSES, INC. ",10 MIN,5,Running Late
Y902,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,3,Running Late
X203,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
X418,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20 MIN,4,Running Late
L539,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
M337,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
Q101,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X609,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,3,Running Late
J788,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
L343,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
L017,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
X415,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,2,Running Late
R709,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,9,Running Late
M150,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
M324,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,35-40 MIN,3,Running Late
X449,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,5,Running Late
M150,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
M718,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
X114,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25 MIN,5,Running Late
M913,Heavy Traffic,07 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,2,Running Late
M912,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
X107,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,15-20 MIN,8,Running Late
Y887,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
L547,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
X000,Other,07 O'Clock,Bronx,VAN TRANS LLC ,50 MIN,6,Running Late
M549,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
X024,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
M698,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
L780,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
M118,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,15 MIN,8,Running Late
Q817,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,40 MIN,3,Running Late
M471,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
M020,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,6,Running Late
X616,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,10,Running Late
W947,Heavy Traffic,07 O'Clock,Westchester,CHILDREN`S TRANS INC. ,30 MIN,2,Running Late
M221,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
M447,Heavy Traffic,07 O'Clock,Manhattan,B & F SKILLED INC.,25 MIN,1,Running Late
M520,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
J714,Heavy Traffic,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",30 MIN,4,Running Late
M502,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
N617,Heavy Traffic,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",30 MIN,2,Running Late
N004,Heavy Traffic,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",30 MIN,1,Running Late
M274,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,4,Running Late
L009,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,40 MIN,5,Running Late
L628,Heavy Traffic,08 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
M407,Heavy Traffic,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,15 MIN,2,Running Late
L033,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,5,Running Late
M665,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,15 MIN,3,Running Late
M659,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,10 MIN,2,Running Late
M950,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,2,Running Late
L555,Mechanical Problem,09 O'Clock,Others,"RELIANT TRANS, INC. ",-1,1,Breakdown
J708,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,10,Running Late
X502,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",10 MIN,5,Running Late
K877,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
X260,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,3,Running Late
Y865,Heavy Traffic,15 O'Clock,Others,"DON THOMAS BUSES, INC. ",30 MIN,5,Running Late
M968,Mechanical Problem,15 O'Clock,Manhattan,LEESEL TRANSP CORP ,90 MIN,2,Running Late
X601,Heavy Traffic,16 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,3,Running Late
Y812,Won`t Start,15 O'Clock,Bronx,G.V.C. LTD. ,-1,2,Breakdown
K507,Heavy Traffic,16 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
Q8356,Mechanical Problem,05 O'Clock,Queens,PRIDE TRANSPORTATION ,-1,2,Breakdown
K1604,Heavy Traffic,06 O'Clock,Brooklyn,"MV TRANSPORTATION, INC.",20 MIN,2,Running Late
K1603,Heavy Traffic,06 O'Clock,Brooklyn,"MV TRANSPORTATION, INC.",20 MIN,5,Running Late
K8461,Heavy Traffic,06 O'Clock,Brooklyn,PRIDE TRANSPORTATION ,40 MIN,2,Running Late
Y959,Heavy Traffic,06 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
Y902,Heavy Traffic,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
Y917,Heavy Traffic,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
P605,Heavy Traffic,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
P603,Heavy Traffic,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
Y907,Other,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",30 MIN,2,Running Late
W799,Heavy Traffic,06 O'Clock,Westchester,VAN TRANS LLC ,15 MIN,1,Running Late
Y909,Heavy Traffic,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,1,Running Late
P562,Heavy Traffic,06 O'Clock,Others,ACME BUS CORP. ,10 MIN,3,Running Late
X609,Heavy Traffic,06 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,1,Running Late
M773,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
K565,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Y751,Mechanical Problem,07 O'Clock,Queens,PRIDE TRANSPORTATION ,-1,3,Breakdown
Q806,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
X744,Heavy Traffic,06 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X785,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,3,Running Late
X347,Other,07 O'Clock,Bronx,VAN TRANS LLC ,25 MIN,3,Running Late
Q101,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
X8669,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,1,Running Late
L002,Heavy Traffic,08 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,1,Running Late
X307,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,40 MIN,4,Running Late
M462,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
X262,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M772,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
W003,Heavy Traffic,07 O'Clock,Westchester,"BORO TRANSIT, INC.",30-35 MIN,2,Running Late
M150,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
M020,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
Q829,Heavy Traffic,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,5,Running Late
J690,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X403,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",30-35 MIN,2,Running Late
X392,Accident,07 O'Clock,Bronx,"BORO TRANSIT, INC.",1 HR,1,Running Late
W002,Heavy Traffic,07 O'Clock,Westchester,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
Y959,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,8,Running Late
K455,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
X186,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",35-40 MIN,3,Running Late
X391,Other,07 O'Clock,Bronx,VAN TRANS LLC ,25 MIN,10,Running Late
M221,Other,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,1,Running Late
K892,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,11,Running Late
M592,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,13,Running Late
Q072,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,15,Running Late
X531,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,7,Running Late
M020,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",30-35 MIN,3,Running Late
L780,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
M635,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M949,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,15 MIN,4,Running Late
M015,Other,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
X340,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
M418,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,6,Running Late
L644,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
R541,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",30 MIN,6,Running Late
M471,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
W861,Heavy Traffic,07 O'Clock,Westchester,"BORO TRANSIT, INC.",25-35 MIN,5,Running Late
M549,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
R541,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
K786,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
R375,Heavy Traffic,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,4,Running Late
X730,Heavy Traffic,08 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
M127,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
K455,Heavy Traffic,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,10,Running Late
X014,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25 MIN,7,Running Late
X023,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
M274,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
L628,Heavy Traffic,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
M753,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,3,Running Late
M772,Heavy Traffic,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
Y984,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,3,Running Late
K892,Heavy Traffic,14 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
L780,Heavy Traffic,14 O'Clock,Others,"RELIANT TRANS, INC. ",30 MIN,2,Running Late
K568,Delayed by School,14 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
X970,Heavy Traffic,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,2,Running Late
Q101,Heavy Traffic,14 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
K631,Heavy Traffic,15 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,10,Running Late
X601,Heavy Traffic,15 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,1,Running Late
M524,Heavy Traffic,16 O'Clock,Manhattan,G.V.C. LTD. ,30 MIN,1,Running Late
X621,Heavy Traffic,16 O'Clock,Bronx,G.V.C. LTD. ,40 MIN,2,Running Late
M462,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
X651,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
W943,Heavy Traffic,06 O'Clock,All Boroughs,VAN TRANS LLC ,30 MIN,1,Running Late
L616,Heavy Traffic,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
X065,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
M448,Heavy Traffic,06 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,1,Running Late
X583,Heavy Traffic,06 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
X262,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,1,Running Late
M580,Heavy Traffic,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X205,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,25 MIN,1,Running Late
X391,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,3,Running Late
X245,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
P723,Heavy Traffic,06 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,1,Running Late
L032,Heavy Traffic,06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,1,Running Late
L658,Heavy Traffic,06 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
R860,Heavy Traffic,06 O'Clock,Staten Island,B & F SKILLED INC.,15 MIN,1,Running Late
X380,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,35 MIN,3,Running Late
M918,Heavy Traffic,07 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,2,Running Late
P562,Other,07 O'Clock,Others,ACME BUS CORP. ,20 MIN,2,Running Late
M913,Heavy Traffic,07 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,2,Running Late
Y886,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
P603,Other,07 O'Clock,Others,ACME BUS CORP. ,20 MIN,2,Running Late
M020,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
J729,Heavy Traffic,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,13,Running Late
M462,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
X183,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
L771,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
X307,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,40 MIN,10,Running Late
X833,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
X449,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
M636,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
X814,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
M286,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,4,Running Late
X000,Other,08 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,15,Running Late
Y730,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,4,Running Late
Y959,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,8,Running Late
X665,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,4,Running Late
M337,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,8,Running Late
X726,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
X830,Heavy Traffic,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
K780,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,9,Running Late
M221,Other,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
Q161,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
M418,Problem Run,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,7,Running Late
X490,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,7,Running Late
X154,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,5,Running Late
R541,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
L017,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
X024,Heavy Traffic,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
R709,Heavy Traffic,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",-1,8,Running Late
K892,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,10,Running Late
X011,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,20-25 MIN,4,Running Late
Q817,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,45 MIN,3,Running Late
X976,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,5,Running Late
M127,Heavy Traffic,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,20-25 MIN,5,Running Late
Q404,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
X016,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,4,Running Late
Y501,Heavy Traffic,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,3,Running Late
K920,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,3,Running Late
X114,Other,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,4,Running Late
Y888,Delayed by School,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
M549,Heavy Traffic,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X972,Heavy Traffic,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,3,Running Late
X375,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,12,Running Late
K957,Heavy Traffic,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,13,Running Late
L785,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
X348,Other,08 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,8,Running Late
X785,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,3,Running Late
X940,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,2,Running Late
X973,Heavy Traffic,08 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,6,Running Late
M659,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,2,Running Late
M755,Heavy Traffic,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,60 MIN,2,Running Late
M462,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
M278,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,5,Running Late
L780,Heavy Traffic,14 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
Y888,Delayed by School,14 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,4,Running Late
X598,Mechanical Problem,15 O'Clock,Bronx,"BORO TRANSIT, INC.",30 MIN,2,Running Late
M719,Heavy Traffic,15 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X509,Heavy Traffic,06 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,3,Running Late
X709,Heavy Traffic,06 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,4,Running Late
M913,Heavy Traffic,06 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,2,Running Late
P302,Heavy Traffic,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
X785,Heavy Traffic,06 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,5,Running Late
M269,Heavy Traffic,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
W903,Heavy Traffic,06 O'Clock,Westchester,VAN TRANS LLC ,15 MIN,2,Running Late
X739,Won`t Start,06 O'Clock,Bronx,"RELIANT TRANS, INC. ",-1,1,Breakdown
Y902,Heavy Traffic,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,4,Running Late
X262,Heavy Traffic,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
P605,Heavy Traffic,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
K080,Other,06 O'Clock,Brooklyn,L & M BUS CORP. ,-1,2,Breakdown
X307,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,4,Running Late
M991,Heavy Traffic,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,1 HR,2,Running Late
Q101,Heavy Traffic,07 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,1,Running Late
Y964,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
L589,Heavy Traffic,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
X349,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,8,Running Late
X345,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,25 MIN,1,Running Late
P670,Heavy Traffic,07 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
X171,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,9,Running Late
X382,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
L742,Heavy Traffic,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X272,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,11,Running Late
L771,Heavy Traffic,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
X278,Heavy Traffic,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,11,Running Late
M321,Other,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,20-25 MIN,4,Running Late
Q821,Problem Run,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,4,Running Late
M174,Other,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,15-20 MIN,5,Running Late
M020,Other,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,5,Running Late
M086,Heavy Traffic,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",20-25 MIN,5,Running Late
M290,Heavy Traffic,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
Y749,Heavy Traffic,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
W830,Heavy Traffic,07 O'Clock,Westchester,VAN TRANS LLC ,15 MIN,1,Running Late
X343,Other,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,5,Running Late
