Route_Number,Reason,Schools_Serviced,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
M637,Problem Run,2655,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,9,Running Late
M696,Problem Run,2035,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
K822,Heavy Traffic,22286,07 O'Clock,Brooklyn,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
X362,Heavy Traffic,8420,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-30 MIN,2,Running Late
M808,Weather Conditions,2032,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
M212,Heavy Traffic,2655,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,7,Running Late
X019,Heavy Traffic,7475,06 O'Clock,Bronx,VAN TRANS LLC,20 MIN,3,Running Late
P834,Heavy Traffic,24721,07 O'Clock,Queens,PRIDE TRANSPORTATION ,45 MIN,2,Running Late
M300,Heavy Traffic,2032,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,30 MIN,8,Running Late
W994,Won`t Start,75955,07 O'Clock,Westchester,"RELIANT TRANS, INC.",-1,2,Breakdown
X215,Other,8410,07 O'Clock,Bronx,"BORO TRANSIT, INC.",30 MIN,4,Running Late
M990,Heavy Traffic,2622,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,6,Running Late
M546,Heavy Traffic,3480,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,15 MIN,2,Running Late
M656,Other,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
M715,Heavy Traffic,1064,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,2,Running Late
M680,Heavy Traffic,2654,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,1,Running Late
M796,Heavy Traffic,2632,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,25 MIN,6,Running Late
W992,Heavy Traffic,75955,08 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,1,Running Late
M636,Problem Run,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,45 MIN,5,Running Late
M802,Heavy Traffic,2632,07 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,3,Running Late
X014,Other,7480,15 O'Clock,Bronx,VAN TRANS LLC,25 MIN,7,Running Late
N585,Heavy Traffic,75691,08 O'Clock,Nassau County,"BORO TRANSIT, INC.",15-20 MIN,3,Running Late
L783,Mechanical Problem,21736,08 O'Clock,Others,"RELIANT TRANS, INC. ",-1,7,Breakdown
P609,Heavy Traffic,26046,07 O'Clock,Others,ACME BUS CORP. ,30 MIN,3,Running Late
M792,Heavy Traffic,2872,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
X256,Heavy Traffic,10037,08 O'Clock,Bronx,"BORO TRANSIT, INC.",1 HR,4,Running Late
M719,Heavy Traffic,4108,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
Y911,Delayed by School,8518,15 O'Clock,Others,"DON THOMAS BUSES, INC. ",30 MIN,2,Running Late
M542,Heavy Traffic,2667,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,6,Running Late
K956,Heavy Traffic,16262,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,10,Running Late
M420,Problem Run,2436,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,6,Running Late
Q593,Heavy Traffic,25169,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,20 MIN,5,Running Late
Q582,Heavy Traffic,24009,08 O'Clock,Queens,HOYT TRANSPORTATION CORP.,20 MIN,8,Running Late
Q034,Heavy Traffic,24009,08 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
M876,Heavy Traffic,2699,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
Q592,Heavy Traffic,26481,08 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,10,Running Late
M274,Heavy Traffic,2930,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,15 MIN,3,Running Late
N751,Heavy Traffic,75910,07 O'Clock,Nassau County,"BORO TRANSIT, INC.",25-35 MIN,1,Running Late
M471,Heavy Traffic,2911,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,6,Running Late
P547,Heavy Traffic,25201,07 O'Clock,Others,ACME BUS CORP. ,25 MIN,3,Running Late
M659,Heavy Traffic,2918,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,5,Running Late
K646,Heavy Traffic,19002,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,11,Running Late
X029,Heavy Traffic,11455,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
X696,Heavy Traffic,8101,08 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
K566,Heavy Traffic,15558,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
L740,Heavy Traffic,13685,08 O'Clock,Others,"RELIANT TRANS, INC. ",-1,1,Running Late
X204,Heavy Traffic,8107,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
L785,Heavy Traffic,21442,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
P608,Heavy Traffic,29147,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
X387,Heavy Traffic,11519,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
Q038,Heavy Traffic,24049,08 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
Y926,Heavy Traffic,7480,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,9,Running Late
Q527,Heavy Traffic,24293,07 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
M418,Problem Run,4001,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,7,Running Late
M453,Heavy Traffic,2566,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
X411,Weather Conditions,7162,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
L536,Other,13307,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
K877,Heavy Traffic,20180,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,25,Running Late
M735,Heavy Traffic,2104,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,35-45 MIN,5,Running Late
X785,Heavy Traffic,10431,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,4,Running Late
X807,Heavy Traffic,11180,07 O'Clock,Bronx,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
P855,Problem Run,26447,07 O'Clock,Others,FIRST STEPS TRANSP INC. ,15 MIN,3,Running Late
L013,Heavy Traffic,20685,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
M659,Heavy Traffic,2918,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,6,Running Late
L680,Heavy Traffic,20685,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
X024,Mechanical Problem,11012,08 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,1 HR,6,Running Late
L740,Heavy Traffic,20229,08 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
R634,Heavy Traffic,31492,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,5,Running Late
X154,Heavy Traffic,8420,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,5,Running Late
M418,Problem Run,4001,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,35 MIN,11,Running Late
X349,Heavy Traffic,11519,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
M220,Heavy Traffic,2654,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,40 MIN,4,Running Late
R553,Heavy Traffic,31030,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,10,Running Late
M066,Heavy Traffic,5079,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
M090,Heavy Traffic,3417,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,7,Running Late
M427,Heavy Traffic,3417,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,3,Running Late
M520,Heavy Traffic,4839,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
N615,Heavy Traffic,75627,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",20 MIN,3,Running Late
L024,Heavy Traffic,13685,08 O'Clock,Brooklyn,"THOMAS BUSES, INC. ",10 MIN,1,Running Late
M542,Flat Tire,2655,15 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,10,Breakdown
Q161,Heavy Traffic,28471,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
L020,Heavy Traffic,"210,012,187,121,664",07 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,3,Running Late
Q485,Problem Run,30230,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,45 MIN,4,Running Late
L520,Heavy Traffic,20443,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
M536,Heavy Traffic,2655,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
W948,Heavy Traffic,75816,07 O'Clock,Westchester,CHILDREN`S TRANS INC. ,35 MIN,1,Running Late
M755,Heavy Traffic,2531,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,5,Running Late
J727,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
P855,Problem Run,26447,07 O'Clock,Others,FIRST STEPS TRANSP INC. ,15 MIN,2,Running Late
L019,Heavy Traffic,20205,07 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,3,Running Late
N995,Heavy Traffic,75691,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",30 MIN,4,Running Late
K920,Other,16409,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,7,Running Late
M303,Heavy Traffic,4050,08 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,2,Running Late
L606,Mechanical Problem,22616,09 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,6,Breakdown
L976,Heavy Traffic,21238,06 O'Clock,Staten Island,HOYT TRANSPORTATION CORP.,30 MIN,1,Running Late
P593,Heavy Traffic,27065,06 O'Clock,Others,ACME BUS CORP. ,30 MIN,1,Running Late
Q298,Weather Conditions,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,5,Running Late
X425,Heavy Traffic,10360,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,4,Running Late
X956,Heavy Traffic,7005,08 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,4,Running Late
J712,Heavy Traffic,75003,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,7,Running Late
Y750,Other,11816,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,25 MIN,5,Running Late
R657,Heavy Traffic,31505,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
P562,Heavy Traffic,24075,06 O'Clock,Manhattan,ACME BUS CORP. ,35 MIN,2,Running Late
K723,Heavy Traffic,17375,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,11,Running Late
Q034,Heavy Traffic,24009,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
K349,Heavy Traffic,20500,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
L576,Heavy Traffic,20792,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
Y984,Heavy Traffic,11415,06 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,1,Running Late
X247,Heavy Traffic,10081,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
X223,Heavy Traffic,8093,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
P875,Heavy Traffic,"2,840,228,600",07 O'Clock,Queens,MUTUAL BUS CORP. ,15 MIN,4,Running Late
Q002,Heavy Traffic,30076,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
U913,Heavy Traffic,75810,07 O'Clock,Rockland County,PRIDE TRANSPORTATION ,45 MIN,3,Running Late
X178,Heavy Traffic,12098,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
L349,Heavy Traffic,16243,07 O'Clock,Others,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
X071,Heavy Traffic,11949,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,2,Running Late
M010,Accident,3480,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
Y920,Heavy Traffic,8497,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,2,Running Late
Y888,Heavy Traffic,7454,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",10 MIN,1,Running Late
M502,Heavy Traffic,4839,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,7,Running Late
R632,Heavy Traffic,31044,06 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
L536,Heavy Traffic,13307,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
X247,Heavy Traffic,10081,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,10,Running Late
L015,Heavy Traffic,13685,08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,3,Running Late
L780,Heavy Traffic,16081,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
Y920,Mechanical Problem,8497,15 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",-1,1,Breakdown
X346,Heavy Traffic,12486,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
J788,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
X531,Heavy Traffic,12486,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,9,Running Late
X940,Heavy Traffic,8524,07 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,5,Running Late
Q592,Heavy Traffic,12084,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q101,Heavy Traffic,24087,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
L518,Heavy Traffic,20180,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,10,Running Late
W956,Heavy Traffic,75908,07 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,7,Running Late
M625,Heavy Traffic,2930,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,10 MIN,6,Running Late
M842,Weather Conditions,2632,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
P608,Heavy Traffic,29147,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
W950,Heavy Traffic,75847,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,1,Running Late
N603,Heavy Traffic,75691,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",40 MIN,3,Running Late
Y929,Heavy Traffic,7002,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,2,Running Late
M270,Heavy Traffic,2930,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,35 MIN,4,Running Late
M712,Heavy Traffic,4005,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
Y910,Heavy Traffic,12002,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,4,Running Late
Q196,Heavy Traffic,24013,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,3,Running Late
M949,Heavy Traffic,2001,06 O'Clock,Manhattan,LEESEL TRANSP CORP ,35 MIN,1,Running Late
X391,Heavy Traffic,10020,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,10,Running Late
X399,Heavy Traffic,8048,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,3,Running Late
X076,Other,11949,06 O'Clock,Bronx,VAN TRANS LLC ,25 MIN,1,Running Late
M536,Heavy Traffic,2655,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
W799,Heavy Traffic,75442,06 O'Clock,Westchester,VAN TRANS LLC ,15 MIN,1,Running Late
X201,Other,12006,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X200,Heavy Traffic,8371,06 O'Clock,Bronx,VAN TRANS LLC ,-1,2,Running Late
P723,Heavy Traffic,26187,07 O'Clock,Queens,G.V.C. LTD. ,20 MIN,2,Running Late
J708,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,10,Running Late
Y509,Heavy Traffic,7454,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
M770,Heavy Traffic,5129,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
Q143,Heavy Traffic,27065,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
L622,Delayed by School,17862,14 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
X343,Heavy Traffic,8420,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
X994,Heavy Traffic,11144,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,2,Running Late
Y930,Heavy Traffic,7030,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,1,Running Late
M561,Heavy Traffic,2568,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
C907,Heavy Traffic,75960,07 O'Clock,Connecticut,VAN TRANS LLC ,15 MIN,2,Running Late
X418,Other,12084,07 O'Clock,Bronx,"BORO TRANSIT, INC.",30-40 MIN,4,Running Late
L528,Heavy Traffic,13369,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
X238,Heavy Traffic,10445,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
X785,Heavy Traffic,10445,07 O'Clock,Bronx,G.V.C. LTD. ,5 MIN,6,Running Late
M167,Heavy Traffic,4112,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,10,Running Late
X101,Other,7043,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,4,Running Late
X076,Heavy Traffic,11949,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X937,Heavy Traffic,8349,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,4,Running Late
L606,Mechanical Problem,21777,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",-1,5,Breakdown
W774,Heavy Traffic,75442,06 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,2,Running Late
R545,Heavy Traffic,31009,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
R379,Heavy Traffic,31507,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,2,Running Late
M370,Other,5036,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,30 MIN,5,Running Late
X793,Heavy Traffic,10368,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,5,Running Late
L571,Heavy Traffic,19502,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,10,Running Late
L771,Heavy Traffic,17904,06 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
X000,Heavy Traffic,11688,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,7,Running Late
N212,Heavy Traffic,75485,07 O'Clock,All Boroughs,VAN TRANS LLC ,30 MIN,2,Running Late
R709,Heavy Traffic,31469,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
N212,Heavy Traffic,75485,07 O'Clock,Nassau County,VAN TRANS LLC ,15 MIN,4,Running Late
X674,Heavy Traffic,8146,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,10,Running Late
L707,Heavy Traffic,22109,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
L351,Heavy Traffic,14196,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",25 MIN,10,Running Late
M912,Heavy Traffic,4121,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,8,Running Late
Q015,Heavy Traffic,28048,07 O'Clock,Queens,"RELIANT TRANS, INC. ",20 MIN,3,Running Late
M581,Heavy Traffic,3199,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",25 MIN,4,Running Late
X785,Heavy Traffic,10445,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,7,Running Late
M452,Problem Run,2312,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
Q150,Heavy Traffic,24409,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
Y503,Accident,11816,08 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",60 MIN,3,Running Late
K336,Heavy Traffic,14646,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,3,Running Late
L351,Heavy Traffic,14196,09 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,1,Running Late
K521,Accident,14196,09 O'Clock,Brooklyn,Y & M TRANSIT CORP ,1 HR,4,Running Late
X204,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
X205,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,8,Running Late
L771,Heavy Traffic,17904,06 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
L016,Heavy Traffic,"2,044,320,685",06 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,2,Running Late
X438,Heavy Traffic,10475,07 O'Clock,Bronx,HOYT TRANSPORTATION CORP.,20 MIN,2,Running Late
M636,Problem Run,2930,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,45 MIN,5,Running Late
X112,Other,8420,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,6,Running Late
X951,Heavy Traffic,10264,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,20 MIN,4,Running Late
M777,Heavy Traffic,2652,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,2,Running Late
X785,Heavy Traffic,10445,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,4,Running Late
Y638,Heavy Traffic,10342,07 O'Clock,Brooklyn,"RELIANT TRANS, INC.",15 MIN,2,Running Late
M393,Heavy Traffic,5197,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
Q404,Heavy Traffic,24409,07 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
X976,Accident,11160,07 O'Clock,Bronx,G.V.C. LTD. ,45 MIN,3,Running Late
M675,Heavy Traffic,2655,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,7,Running Late
M300,Heavy Traffic,2032,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,7,Running Late
U913,Heavy Traffic,75810,07 O'Clock,Rockland County,PRIDE TRANSPORTATION ,30 MIN,3,Running Late
M867,Heavy Traffic,4839,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,10 MIN,3,Running Late
M868,Heavy Traffic,4112,08 O'Clock,Manhattan,PRIDE TRANSPORTATION ,5 MIN,1,Running Late
R763,Heavy Traffic,31699,08 O'Clock,Staten Island,PRIDE TRANSPORTATION ,10 MIN,8,Running Late
M087,Heavy Traffic,2169,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,6,Running Late
M636,Problem Run,2930,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,50 MIN,5,Running Late
R505,Heavy Traffic,31649,08 O'Clock,Staten Island,PRIDE TRANSPORTATION ,10 MIN,5,Running Late
K112,Other,21990,08 O'Clock,Brooklyn,CONSOLIDATED BUS TRANS. I,-1,1,Running Late
M772,Heavy Traffic,3710,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
M990,Problem Run,2622,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,40 MIN,4,Running Late
M636,Problem Run,2930,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,1 HR,7,Running Late
M631,Problem Run,2930,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,15 MIN,3,Running Late
M658,Problem Run,2911,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,4,Running Late
X093,Heavy Traffic,10444,06 O'Clock,Bronx,VAN TRANS LLC,20 MIN,1,Running Late
X019,Heavy Traffic,7475,06 O'Clock,Bronx,VAN TRANS LLC,15 MIN,2,Running Late
M178,Heavy Traffic,3475,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,2,Running Late
M038,Heavy Traffic,4657,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
R698,Heavy Traffic,31035,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
M274,Heavy Traffic,2930,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,20 MIN,5,Running Late
M696,Problem Run,2035,03 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
M757,Other,3480,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
R673,Heavy Traffic,31009,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
P525,Heavy Traffic,25912,07 O'Clock,Others,ACME BUS CORP. ,30 MIN,2,Running Late
L707,Heavy Traffic,22109,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
M696,Problem Run,2035,07 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,9,Running Late
M726,Heavy Traffic,4464,06 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,20 MIN,3,Running Late
Y989,Heavy Traffic,11688,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
K647,Heavy Traffic,19036,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,6,Running Late
W710,Heavy Traffic,75420,06 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,1,Running Late
Q195,Problem Run,24075,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
M934,Heavy Traffic,1616,08 O'Clock,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,6,Running Late
W990,Heavy Traffic,75944,08 O'Clock,Westchester,"RELIANT TRANS, INC.",20 MIN,3,Running Late
L555,Mechanical Problem,16360,09 O'Clock,Others,"RELIANT TRANS, INC. ",-1,1,Breakdown
