Route_Number,Reason,Schools_Serviced,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
K337,Heavy Traffic,22527,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
J788,Heavy Traffic,75003,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,12,Running Late
M235,Heavy Traffic,2006,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
X225,Heavy Traffic,12419,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M606,Other,3407,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,4,Running Late
M536,Heavy Traffic,2655,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X928,Heavy Traffic,9003,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,2,Running Late
L644,Heavy Traffic,18208,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
Y505,Heavy Traffic,11816,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,4,Running Late
M817,Heavy Traffic,2031,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,1 HR,2,Running Late
X651,Heavy Traffic,12084,08 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,7,Running Late
M054,Heavy Traffic,3480,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
L780,Heavy Traffic,16335,08 O'Clock,Queens,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
M927,Heavy Traffic,1867,08 O'Clock,Manhattan,G.V.C. LTD. ,10 MIN,4,Running Late
M462,Problem Run,6209,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
L685,Mechanical Problem,14432,08 O'Clock,Others,"RELIANT TRANS, INC. ",-1,2,Breakdown
U901,Heavy Traffic,75661,08 O'Clock,Rockland County,PRIDE TRANSPORTATION ,45 MIN,1,Running Late
L035,Heavy Traffic,21894,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
M113,Problem Run,3407,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,7,Running Late
P375,Heavy Traffic,26806,08 O'Clock,Queens,HOYT TRANSPORTATION CORP.,15 MIN,5,Running Late
M949,Heavy Traffic,2001,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,3,Running Late
M447,Heavy Traffic,3004,08 O'Clock,Manhattan,B & F SKILLED INC.,25 MIN,1,Running Late
M448,Heavy Traffic,3417,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,3,Running Late
Y938,Heavy Traffic,11816,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,1 HR,1,Running Late
X020,Heavy Traffic,11012,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X225,Heavy Traffic,12419,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,1,Running Late
X262,Heavy Traffic,10007,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,2,Running Late
X379,Heavy Traffic,11674,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,3,Running Late
X060,Heavy Traffic,11021,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,4,Running Late
X919,Heavy Traffic,9035,06 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,3,Running Late
Y650,Heavy Traffic,7005,06 O'Clock,Others,"BORO TRANSIT, INC.",25-35 MIN,1,Running Late
X443,Heavy Traffic,9402,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,5,Running Late
X828,Heavy Traffic,8570,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
M710,Heavy Traffic,2654,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,2,Running Late
X087,Heavy Traffic,7434,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
X038,Other,12467,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,3,Running Late
L022,Heavy Traffic,20685,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
X391,Other,10020,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,9,Running Late
W906,Heavy Traffic,75670,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,1,Running Late
Q298,Heavy Traffic,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,4,Running Late
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,40 MIN,3,Running Late
L013,Heavy Traffic,20865,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,1,Running Late
Q195,Problem Run,24075,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,5,Running Late
Y908,Heavy Traffic,7519,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
X349,Heavy Traffic,11519,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
Y973,Heavy Traffic,11505,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
R580,Heavy Traffic,31002,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
R624,Heavy Traffic,31027,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,7,Running Late
Q002,Other,30008,07 O'Clock,Queens,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
P237,Heavy Traffic,25802,07 O'Clock,Queens,HOYT TRANSPORTATION CORP.,45 MIN,6,Running Late
K615,Heavy Traffic,14017,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
L353,Heavy Traffic,14018,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
M525,Heavy Traffic,2667,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X696,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,6,Running Late
M817,Heavy Traffic,2031,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,2,Running Late
L016,Heavy Traffic,"2,044,320,685",07 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,2,Running Late
K664,Heavy Traffic,22139,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,4,Running Late
X484,Heavy Traffic,10569,07 O'Clock,Bronx,G.V.C. LTD. ,15 MIN,3,Running Late
L523,Heavy Traffic,21215,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,7,Running Late
X785,Heavy Traffic,10431,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,4,Running Late
X375,Heavy Traffic,11949,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
X397,Heavy Traffic,12129,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M418,Heavy Traffic,4001,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,9,Running Late
L020,Heavy Traffic,"210,012,187,121,664",07 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,1,Running Late
Y730,Heavy Traffic,11688,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
M914,Heavy Traffic,4121,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,6,Running Late
X688,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,25 MIN,4,Running Late
M543,Heavy Traffic,2655,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",-1,8,Running Late
L618,Heavy Traffic,32162,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
M340,Heavy Traffic,2821,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,30-35 MIN,5,Running Late
Y929,Heavy Traffic,7002,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
M949,Heavy Traffic,2001,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,5,Running Late
M067,Heavy Traffic,2138,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",30 MIN,5,Running Late
R541,Heavy Traffic,31004,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",30 MIN,6,Running Late
L771,Mechanical Problem,17904,08 O'Clock,Brooklyn,B & F SKILLED INC.,25 MIN,1,Running Late
M949,Heavy Traffic,2001,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,3,Running Late
M447,Heavy Traffic,"300,403,658",08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,1,Running Late
M913,Heavy Traffic,2002,08 O'Clock,Manhattan,G.V.C. LTD. ,15 MIN,3,Running Late
R627,Heavy Traffic,31028,08 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,5,Running Late
M927,Heavy Traffic,1867,08 O'Clock,Manhattan,G.V.C. LTD. ,5 MIN,3,Running Late
Q169,Heavy Traffic,24330,07 O'Clock,Queens,PRIDE TRANSPORTATION ,45 MIN,12,Running Late
M278,Heavy Traffic,2911,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,5,Running Late
L035,Heavy Traffic,21894,08 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,4,Running Late
K336,Other,14646,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",30 MIN,9,Running Late
M093,Heavy Traffic,2340,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,45 MIN,2,Running Late
M755,Heavy Traffic,2531,08 O'Clock,Manhattan,LEESEL TRANSP CORP ,40 MIN,3,Running Late
X020,Other,11012,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,4,Running Late
R698,Heavy Traffic,31035,06 O'Clock,Staten Island,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
X060,Heavy Traffic,11021,06 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,6,Running Late
X045,Heavy Traffic,11089,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,5,Running Late
X223,Heavy Traffic,8093,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,5,Running Late
X225,Heavy Traffic,12419,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,5,Running Late
W799,Heavy Traffic,75442,07 O'Clock,Westchester,VAN TRANS LLC ,15 MIN,1,Running Late
X262,Heavy Traffic,10007,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,7,Running Late
W814,Heavy Traffic,75470,07 O'Clock,Westchester,VAN TRANS LLC ,30 MIN,1,Running Late
J789,Heavy Traffic,75800,07 O'Clock,New Jersey,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
L939,Heavy Traffic,15879,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q000,Heavy Traffic,26179,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
Q002,Heavy Traffic,30008,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
L963,Heavy Traffic,14257,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,3,Running Late
X205,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,12,Running Late
L016,Heavy Traffic,"2,044,320,685",07 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,2,Running Late
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,35 MIN,1,Running Late
L013,Heavy Traffic,20865,07 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,3,Running Late
M094,Problem Run,3075,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,3,Running Late
L649,Heavy Traffic,18002,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q195,Problem Run,24075,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
L022,Heavy Traffic,20685,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
Q821,Problem Run,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,15 MIN,4,Running Late
X915,Heavy Traffic,9055,07 O'Clock,Bronx,G.V.C. LTD. ,30 MIN,1,Running Late
R657,Heavy Traffic,31505,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,7,Running Late
L518,Heavy Traffic,20180,07 O'Clock,Others,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
X238,Heavy Traffic,10445,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
X205,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
R541,Heavy Traffic,31004,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
Q592,Heavy Traffic,26481,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
X695,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,9,Running Late
L353,Heavy Traffic,14018,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,4,Running Late
X785,Heavy Traffic,10431,07 O'Clock,Bronx,G.V.C. LTD. ,35 MIN,4,Running Late
Y731,Heavy Traffic,11910,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,3,Running Late
L539,Heavy Traffic,13595,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,10,Running Late
X696,Heavy Traffic,8101,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,6,Running Late
X398,Heavy Traffic,10077,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,13,Running Late
L511,Heavy Traffic,19346,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,9,Running Late
X688,Heavy Traffic,8072,07 O'Clock,Bronx,G.V.C. LTD. ,20 MIN,4,Running Late
Y989,Heavy Traffic,11688,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
K568,Heavy Traffic,22119,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,5,Running Late
K788,Heavy Traffic,13369,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,6,Running Late
Q345,Heavy Traffic,25165,08 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
L620,Heavy Traffic,13046,08 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
Y922,Heavy Traffic,12479,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,2,Running Late
M447,Heavy Traffic,"300,403,658",08 O'Clock,Manhattan,B & F SKILLED INC.,20 MIN,1,Running Late
Q150,Heavy Traffic,24409,08 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
M235,Heavy Traffic,2006,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
M194,Heavy Traffic,2909,08 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,11,Running Late
L771,Heavy Traffic,17904,08 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,3,Running Late
M960,Heavy Traffic,3004,08 O'Clock,Manhattan,"THOMAS BUSES, INC. ",45 MIN,1,Running Late
L035,Heavy Traffic,21894,08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
Y947,Heavy Traffic,11465,08 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,3,Running Late
N754,Heavy Traffic,75910,08 O'Clock,Nassau County,"THOMAS BUSES, INC. ",40 MIN,4,Running Late
M949,Heavy Traffic,2001,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
K788,Heavy Traffic,13369,08 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,13,Running Late
N869,Mechanical Problem,75907,08 O'Clock,Nassau County,"NEW DAWN TRANSIT, LLC ",-1,1,Breakdown
X559,Heavy Traffic,11458,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,6,Running Late
Y723,Heavy Traffic,7002,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,3,Running Late
Y888,Delayed by School,7454,14 O'Clock,Manhattan,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
P562,Other,24075,06 O'Clock,Others,ACME BUS CORP. ,20 MIN,1,Running Late
L590,Heavy Traffic,17904,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
M543,Heavy Traffic,2655,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
L761,Heavy Traffic,23004,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
Y977,Heavy Traffic,12486,06 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",30 MIN,1,Running Late
L013,Heavy Traffic,20865,06 O'Clock,Manhattan,B & F SKILLED INC.,15 MIN,3,Running Late
L761,Heavy Traffic,23004,06 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
L623,Heavy Traffic,17862,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
W903,Heavy Traffic,75420,07 O'Clock,Westchester,VAN TRANS LLC ,20 MIN,1,Running Late
X238,Heavy Traffic,10445,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,3,Running Late
X278,Heavy Traffic,10374,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,6,Running Late
Y973,Other,11505,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,2,Running Late
X060,Heavy Traffic,11021,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,7,Running Late
X178,Heavy Traffic,12098,07 O'Clock,Bronx,VAN TRANS LLC ,20 MIN,8,Running Late
L016,Heavy Traffic,"2,068,520,443",07 O'Clock,Manhattan,B & F SKILLED INC.,10 MIN,2,Running Late
X247,Heavy Traffic,10081,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,8,Running Late
L022,Heavy Traffic,20685,07 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,4,Running Late
M949,Heavy Traffic,2001,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,2,Running Late
X345,Other,11370,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,9,Running Late
X398,Heavy Traffic,10077,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
M232,Heavy Traffic,2347,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,4,Running Late
M754,Heavy Traffic,2596,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,30 MIN,3,Running Late
M281,Heavy Traffic,2911,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,9,Running Late
Q519,Mechanical Problem,24075,07 O'Clock,Queens,"RELIANT TRANS, INC. ",-1,9,Breakdown
Q821,Problem Run,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,20 MIN,3,Running Late
X065,Heavy Traffic,11003,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
X087,Heavy Traffic,7434,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
Y723,Heavy Traffic,7002,07 O'Clock,Bronx,PRIDE TRANSPORTATION ,45 MIN,2,Running Late
X262,Heavy Traffic,10007,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,1,Running Late
X267,Heavy Traffic,10032,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,11,Running Late
M021,Other,2169,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,5,Running Late
X189,Heavy Traffic,8101,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
L005,Heavy Traffic,17191,07 O'Clock,Others,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
X205,Heavy Traffic,8100,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,10,Running Late
P562,Mechanical Problem,24075,07 O'Clock,Others,ACME BUS CORP. ,-1,4,Breakdown
L332,Heavy Traffic,16409,07 O'Clock,Staten Island,HOYT TRANSPORTATION CORP.,20 MIN,8,Running Late
X225,Heavy Traffic,12419,07 O'Clock,Bronx,VAN TRANS LLC ,30 MIN,15,Running Late
L536,Heavy Traffic,13307,07 O'Clock,Others,"RELIANT TRANS, INC. ",25 MIN,8,Running Late
X225,Heavy Traffic,12419,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,14,Running Late
L331,Heavy Traffic,22480,07 O'Clock,Staten Island,HOYT TRANSPORTATION CORP.,20 MIN,9,Running Late
X225,Heavy Traffic,12419,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,15,Running Late
L771,Heavy Traffic,17904,07 O'Clock,Brooklyn,B & F SKILLED INC.,20 MIN,2,Running Late
Y946,Heavy Traffic,10331,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,2,Running Late
M113,Problem Run,3802,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,1 HR,7,Running Late
Q002,Heavy Traffic,30111,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,5,Running Late
M418,Problem Run,4001,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,20 MIN,10,Running Late
X291,Other,9324,07 O'Clock,Bronx,"BORO TRANSIT, INC.",20-25 MIN,8,Running Late
R541,Heavy Traffic,31004,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
M150,Heavy Traffic,3480,07 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
L030,Heavy Traffic,"2,144,221,559",08 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,3,Running Late
L926,Mechanical Problem,17138,08 O'Clock,Others,"RELIANT TRANS, INC. ",-1,2,Breakdown
X308,Heavy Traffic,9009,08 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,12,Running Late
M453,Heavy Traffic,2566,08 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,25 MIN,4,Running Late
M502,Heavy Traffic,4839,07 O'Clock,Manhattan,LEESEL TRANSP CORP ,45 MIN,11,Running Late
Y978,Heavy Traffic,10377,08 O'Clock,Others,"DON THOMAS BUSES, INC. ",15 MIN,2,Running Late
J507,Heavy Traffic,75800,08 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
P573,Other,26464,14 O'Clock,Others,ACME BUS CORP. ,20 MIN,9,Running Late
Y909,Heavy Traffic,12084,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,30 MIN,1,Running Late
L013,Heavy Traffic,20865,06 O'Clock,Brooklyn,B & F SKILLED INC.,15 MIN,2,Running Late
L022,Heavy Traffic,20685,06 O'Clock,Brooklyn,B & F SKILLED INC.,10 MIN,2,Running Late
Q133,Heavy Traffic,29116,06 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
J737,Heavy Traffic,75003,06 O'Clock,New Jersey,"RELIANT TRANS, INC. ",20 MIN,2,Running Late
X247,Heavy Traffic,10081,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
X178,Heavy Traffic,12098,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
Y904,Heavy Traffic,7155,06 O'Clock,Bronx,PRIDE TRANSPORTATION ,50 MIN,7,Running Late
X262,Heavy Traffic,10007,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
X398,Heavy Traffic,10077,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,1,Running Late
X339,Heavy Traffic,10176,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
X238,Heavy Traffic,10445,06 O'Clock,Bronx,VAN TRANS LLC ,25 MIN,3,Running Late
X069,Heavy Traffic,11949,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,2,Running Late
M536,Heavy Traffic,2655,06 O'Clock,Manhattan,"RELIANT TRANS, INC. ",15 MIN,2,Running Late
X349,Heavy Traffic,11519,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,3,Running Late
C901,Heavy Traffic,75666,06 O'Clock,Connecticut,VAN TRANS LLC ,15 MIN,1,Running Late
K664,Heavy Traffic,22139,06 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",20 MIN,1,Running Late
X714,Heavy Traffic,12466,06 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
C907,Heavy Traffic,75960,06 O'Clock,Connecticut,VAN TRANS LLC ,15 MIN,1,Running Late
X205,Heavy Traffic,8100,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,4,Running Late
X000,Heavy Traffic,11688,06 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,4,Running Late
Y650,Heavy Traffic,7005,07 O'Clock,Others,"BORO TRANSIT, INC.",25-30 MIN,3,Running Late
Q122,Heavy Traffic,29138,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,1,Running Late
P605,Heavy Traffic,29176,07 O'Clock,Others,ACME BUS CORP. ,25 MIN,2,Running Late
X443,Heavy Traffic,9402,07 O'Clock,Bronx,G.V.C. LTD. ,10 MIN,6,Running Late
X277,Heavy Traffic,9022,07 O'Clock,Bronx,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
M016,Heavy Traffic,3475,07 O'Clock,Manhattan,"BORO TRANSIT, INC.",25-30 MIN,4,Running Late
M462,Problem Run,6209,07 O'Clock,Manhattan,FIRST STEPS TRANSP INC. ,30 MIN,1,Running Late
M735,Heavy Traffic,2104,07 O'Clock,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
X029,Heavy Traffic,11455,07 O'Clock,Bronx,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
L761,Heavy Traffic,23004,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,6,Running Late
X060,Heavy Traffic,11021,07 O'Clock,Bronx,VAN TRANS LLC ,15 MIN,6,Running Late
R657,Heavy Traffic,31505,07 O'Clock,Staten Island,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q821,Problem Run,24343,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,2,Running Late
K338,Heavy Traffic,22109,07 O'Clock,Brooklyn,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
Q298,Problem Run,24422,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,6,Running Late
Y989,Heavy Traffic,11688,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",25 MIN,3,Running Late
Q196,Problem Run,24013,07 O'Clock,Queens,FIRST STEPS TRANSP INC. ,30 MIN,4,Running Late
Y908,Heavy Traffic,7519,07 O'Clock,Bronx,"DON THOMAS BUSES, INC. ",20 MIN,3,Running Late
L644,Heavy Traffic,18208,07 O'Clock,Others,"RELIANT TRANS, INC. ",15 MIN,3,Running Late
P603,Mechanical Problem,24499,07 O'Clock,Others,ACME BUS CORP. ,-1,4,Breakdown
Y923,Heavy Traffic,8140,07 O'Clock,Others,"DON THOMAS BUSES, INC. ",20 MIN,5,Running Late
Q054,Heavy Traffic,27060,07 O'Clock,Queens,"RELIANT TRANS, INC. ",15 MIN,8,Running Late
P531,Heavy Traffic,25459,07 O'Clock,Others,ACME BUS CORP. ,15 MIN,4,Running Late
X080,Heavy Traffic,7520,07 O'Clock,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
