Route_Number,Reason,Occurred_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
M462,Heavy Traffic,11/04/2016 7:22,Manhattan,FIRST STEPS TRANSP INC. (,15 mins,1,Running Late
M174,Other,11/04/2016 7:20,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
Y909,Heavy Traffic,11/04/2016 7:15,,PRIDE TRANSPORTATION (SCH,30MIN,6,Running Late
X937,Heavy Traffic,11/04/2016 7:27,Bronx,G.V.C. LTD. (B2192),15 mins,4,Running Late
X490,Heavy Traffic,11/04/2016 7:23,Bronx,G.V.C. LTD. (B2192),10MIN,7,Running Late
M561,Heavy Traffic,11/04/2016 7:30,Manhattan,"RELIANT TRANS, INC. (B232",25 MIN,2,Running Late
K517,Heavy Traffic,11/04/2016 7:31,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,8,Running Late
X616,Heavy Traffic,11/04/2016 7:32,Bronx,G.V.C. LTD. (B2192),10,8,Running Late
X000,Heavy Traffic,11/04/2016 7:28,Bronx,VAN TRANS LLC (B2192),15 min,7,Running Late
N212,Heavy Traffic,11/04/2016 7:32,All Boroughs,VAN TRANS LLC (B2192),30mins,2,Running Late
R709,Heavy Traffic,11/04/2016 7:36,Staten Island,"RELIANT TRANS, INC. (B232",25 MIN,6,Running Late
N212,Heavy Traffic,11/04/2016 7:36,Nassau County,VAN TRANS LLC (B2192),15 mins,4,Running Late
X674,Heavy Traffic,11/04/2016 7:39,Bronx,G.V.C. LTD. (B2192),10 mins,10,Running Late
L707,Heavy Traffic,11/04/2016 7:41,Bronx,"RELIANT TRANS, INC. (B232",25 MIN,6,Running Late
L351,Heavy Traffic,11/04/2016 7:43,Bronx,"RELIANT TRANS, INC. (B232",25 MIN,10,Running Late
W710,Heavy Traffic,08/03/2016 6:53,Westchester,"RELIANT TRANS, INC.",20 minutes,1,Running Late
M912,Heavy Traffic,11/04/2016 7:43,Manhattan,"RELIANT TRANS, INC. (B232",25 MIN,8,Running Late
Q015,Heavy Traffic,11/04/2016 7:45,Queens,"RELIANT TRANS, INC. (B232",20 MIN,3,Running Late
M581,Heavy Traffic,11/04/2016 7:46,Manhattan,"RELIANT TRANS, INC. (B232",25 MIN,4,Running Late
K692,Heavy Traffic,11/04/2016 7:48,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,4,Running Late
M418,Problem Run,11/04/2016 7:46,Manhattan,FIRST STEPS TRANSP INC. (,20 min,6,Running Late
L013,Heavy Traffic,11/04/2016 7:46,Brooklyn,B & F SKILLED INC.(B2192),20mins,4,Running Late
K493,Accident,11/04/2016 7:45,Brooklyn,Y & M TRANSIT CORP (B2192,?????,9,Running Late
X785,Heavy Traffic,11/04/2016 7:50,Bronx,G.V.C. LTD. (B2192),10,7,Running Late
Y730,Heavy Traffic,11/04/2016 7:52,,"DON THOMAS BUSES, INC. (B",,5,Running Late
M913,Heavy Traffic,11/04/2016 7:53,Manhattan,G.V.C. LTD. (B2192),15,2,Running Late
J400,Heavy Traffic,11/04/2016 7:55,New Jersey,"RELIANT TRANS, INC. (B232",25 MIN,2,Running Late
Q817,Problem Run,11/04/2016 7:52,Queens,FIRST STEPS TRANSP INC. (,20 min,4,Running Late
X959,Heavy Traffic,11/04/2016 7:58,Bronx,G.V.C. LTD. (B2192),10 mins,8,Running Late
X956,Heavy Traffic,11/04/2016 7:59,Bronx,G.V.C. LTD. (B2192),10 mins,6,Running Late
L351,Heavy Traffic,11/04/2016 7:58,,"RELIANT TRANS, INC. (B232",15MINS,10,Running Late
Q404,Heavy Traffic,11/04/2016 8:01,Queens,"RELIANT TRANS, INC. (B232",35 MIN,10,Running Late
M167,Heavy Traffic,11/04/2016 8:01,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,10,Running Late
Q150,Heavy Traffic,11/04/2016 8:03,Queens,"RELIANT TRANS, INC. (B232",15MINS,9,Running Late
M174,Other,11/04/2016 7:20,Manhattan,CONSOLIDATED BUS TRANS. I,25-30 MIN,5,Running Late
Q056,Heavy Traffic,11/04/2016 8:14,Queens,"RELIANT TRANS, INC. (B232",15MINS,5,Running Late
Q511,Mechanical Problem,11/04/2016 8:16,Queens,"RELIANT TRANS, INC. (B232",,2,Breakdown
M448,Heavy Traffic,11/04/2016 8:05,Manhattan,LEESEL TRANSP CORP (B2192,45MIN,3,Running Late
L351,Heavy Traffic,11/04/2016 14:19,Bronx,"RELIANT TRANS, INC. (B232",20 MIN,1,Running Late
Q195,Problem Run,09/15/2016 07:28:00 AM,Queens,FIRST STEPS TRANSP INC. (,30 mins,5,Running Late
Q402,Accident,11/04/2016 15:15,Queens,HOYT TRANSPORTATION CORP.,20mns,7,Running Late
Y977,Other,11/04/2016 15:23,Manhattan,"DON THOMAS BUSES, INC. (B",30 MINTUES,5,Running Late
Y920,Heavy Traffic,11/04/2016 15:53,Manhattan,"DON THOMAS BUSES, INC. (B",,2,Breakdown
R698,Heavy Traffic,11/07/2016 6:39,Staten Island,"RELIANT TRANS, INC. (B232",,10,Running Late
Y902,Heavy Traffic,11/07/2016 6:15,Bronx,PRIDE TRANSPORTATION (SCH,1 HOUR,4,Running Late
K490,Heavy Traffic,11/07/2016 6:52,Brooklyn,"RELIANT TRANS, INC. (B232",15MINS,2,Running Late
L016,Heavy Traffic,11/07/2016 6:50,Brooklyn,B & F SKILLED INC.(B2192),15 mins,1,Running Late
Q024,Heavy Traffic,11/07/2016 6:54,Queens,"RELIANT TRANS, INC. (B232",15MINS,2,Running Late
X142,Other,11/07/2016 6:55,Bronx,VAN TRANS LLC (B2192),,2,Running Late
L771,Heavy Traffic,11/07/2016 6:58,Brooklyn,B & F SKILLED INC.(B2192),25 mins,2,Running Late
M674,Heavy Traffic,11/07/2016 6:56,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
X223,Heavy Traffic,11/07/2016 7:05,Bronx,VAN TRANS LLC (B2192),30mins,1,Running Late
X262,Heavy Traffic,11/07/2016 7:06,Bronx,VAN TRANS LLC (B2192),25mins,6,Running Late
M540,Heavy Traffic,11/07/2016 7:00,Manhattan,PRIDE TRANSPORTATION (SCH,1 hour,5,Running Late
X014,Other,11/07/2016 7:08,Bronx,CONSOLIDATED BUS TRANS. I,1 HR,4,Running Late
R653,Mechanical Problem,11/07/2016 7:13,Staten Island,"RELIANT TRANS, INC. (B232",,1,Breakdown
M755,Heavy Traffic,11/07/2016 7:00,Manhattan,LEESEL TRANSP CORP (B2192,1 HOUR,2,Running Late
U913,Heavy Traffic,11/07/2016 7:00,Rockland County,PRIDE TRANSPORTATION (SCH,1 HOUR,2,Running Late
M086,Heavy Traffic,11/07/2016 7:13,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,1,Running Late
M343,Heavy Traffic,11/07/2016 7:02,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
L353,Mechanical Problem,11/07/2016 7:23,,"RELIANT TRANS, INC. (B232",,3,Breakdown
X8522,Heavy Traffic,11/07/2016 7:27,Bronx,G.V.C. LTD. (B2192),15 mins,3,Running Late
Q8356,Heavy Traffic,11/07/2016 4:30,Queens,PRIDE TRANSPORTATION (SCH,1 hour,1,Running Late
X349,Other,11/07/2016 7:28,Bronx,VAN TRANS LLC (B2192),20  mins,9,Running Late
X662,Other,11/07/2016 7:25,Bronx,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
M934,Heavy Traffic,08/05/2016 8:18,Manhattan,HOYT TRANSPORTATION CORP.,30 mins,6,Running Late
W990,Heavy Traffic,08/05/2016 8:24,Westchester,"RELIANT TRANS, INC.",20 minutes,3,Running Late
X255,Other,11/07/2016 7:30,Bronx,VAN TRANS LLC (B2192),20 mins,10,Running Late
X382,Heavy Traffic,11/07/2016 7:34,Bronx,VAN TRANS LLC (B2192),15 mins,4,Running Late
X8535,Heavy Traffic,11/07/2016 7:36,Bronx,G.V.C. LTD. (B2192),15 mins,2,Running Late
M354,Heavy Traffic,11/07/2016 7:32,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,4,Running Late
L351,Heavy Traffic,11/07/2016 7:40,,"RELIANT TRANS, INC. (B232",15MINS,11,Running Late
W943,Heavy Traffic,11/07/2016 7:40,Westchester,VAN TRANS LLC (B2192),20 mins,2,Running Late
X651,Heavy Traffic,11/07/2016 7:41,Bronx,G.V.C. LTD. (B2192),20 mins,3,Running Late
X959,Heavy Traffic,11/07/2016 7:46,Bronx,G.V.C. LTD. (B2192),15 mins,8,Running Late
M913,Flat Tire,11/07/2016 7:47,Manhattan,G.V.C. LTD. (B2192),10 mins,2,Running Late
M581,Heavy Traffic,11/07/2016 7:46,Manhattan,"RELIANT TRANS, INC. (B232",25 MIN,4,Running Late
Y730,Heavy Traffic,11/07/2016 7:49,,"DON THOMAS BUSES, INC. (B",15 MINTUES,5,Running Late
M452,Problem Run,11/07/2016 7:50,Manhattan,FIRST STEPS TRANSP INC. (,20 MINS,3,Running Late
Q150,Heavy Traffic,11/07/2016 7:49,Queens,"RELIANT TRANS, INC. (B232",15MINS,9,Running Late
M719,Heavy Traffic,11/07/2016 7:52,Manhattan,"RELIANT TRANS, INC. (B232",20 MIN,1,Running Late
L590,Heavy Traffic,11/07/2016 7:52,,"RELIANT TRANS, INC. (B232",15MINS,4,Running Late
M692,Other,08/08/2016 7:54,Manhattan,HOYT TRANSPORTATION CORP.,30 MIN,3,Running Late
K690,Heavy Traffic,08/08/2016 7:52,Brooklyn,PRIDE TRANSPORTATION (SCH,10,11,Running Late
M867,Heavy Traffic,08/08/2016 7:58,Manhattan,PRIDE TRANSPORTATION (SCH,25,1,Running Late
M650,Heavy Traffic,08/08/2016 7:55,Manhattan,HOYT TRANSPORTATION CORP.,20 mins,5,Running Late
Q056,Heavy Traffic,11/07/2016 7:54,Queens,"RELIANT TRANS, INC. (B232",25 MIN,12,Running Late
X344,Other,11/07/2016 7:50,Bronx,"BORO TRANSIT, INC.",15-20 MIN,5,Running Late
M269,Heavy Traffic,11/07/2016 7:57,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,4,Running Late
X616,Heavy Traffic,11/07/2016 8:00,Bronx,G.V.C. LTD. (B2192),5 mins,9,Running Late
L020,Heavy Traffic,11/07/2016 7:58,Brooklyn,B & F SKILLED INC.(B2192),20 mins,2,Running Late
Y927,Accident,11/07/2016 7:53,Bronx,"DON THOMAS BUSES, INC. (B",30 MIN,6,Running Late
L640,Heavy Traffic,11/07/2016 8:04,Bronx,"RELIANT TRANS, INC. (B232",25 MIN,12,Running Late
J712,Heavy Traffic,11/07/2016 8:04,New Jersey,"RELIANT TRANS, INC. (B232",25 MIN,7,Running Late
Y977,Heavy Traffic,11/07/2016 8:05,,"DON THOMAS BUSES, INC. (B",15 MINTUES,6,Running Late
Y936,Heavy Traffic,11/07/2016 8:10,,"DON THOMAS BUSES, INC. (B",,6,Running Late
R355,Heavy Traffic,11/07/2016 8:13,Staten Island,"RELIANT TRANS, INC. (B232",25 MIN,6,Running Late
Y503,Accident,11/07/2016 8:00,Bronx,"DON THOMAS BUSES, INC. (B",60 MIN,3,Running Late
K336,Heavy Traffic,11/07/2016 8:27,Brooklyn,"RELIANT TRANS, INC. (B232",30 MIN,3,Running Late
L351,Heavy Traffic,11/07/2016 9:40,Queens,"RELIANT TRANS, INC. (B232",25 MIN,1,Running Late
K521,Accident,11/07/2016 9:00,Brooklyn,Y & M TRANSIT CORP (B2192,1 HOUR?,4,Running Late
Q298,Heavy Traffic,09/16/2016 07:40:00 AM,Queens,FIRST STEPS TRANSP INC. (,30 min,4,Running Late
L353,Heavy Traffic,09/16/2016 07:39:00 AM,,"RELIANT TRANS, INC. (B232",15MINS,5,Running Late
M318,Mechanical Problem,11/07/2016 14:52,Manhattan,"RELIANT TRANS, INC. (B232",,4,Breakdown
L616,Mechanical Problem,11/07/2016 14:58,Brooklyn,"RELIANT TRANS, INC. (B232",,3,Breakdown
X673,Heavy Traffic,11/07/2016 15:45,Bronx,G.V.C. LTD. (B2192),15 mins,6,Running Late
K822,Other,11/07/2016 15:41,Brooklyn,"BORO TRANSIT, INC.",,2,Breakdown
L708,Mechanical Problem,11/07/2016 16:04,Brooklyn,"RELIANT TRANS, INC. (B232",,2,Breakdown
U923,Heavy Traffic,11/08/2016 7:33,Rockland County,"DON THOMAS BUSES, INC. (B",20 MINTUES,4,Running Late
M254,Heavy Traffic,11/08/2016 7:50,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Running Late
J717,Heavy Traffic,11/08/2016 8:01,New Jersey,"RELIANT TRANS, INC. (B232",30mins,2,Running Late
J728,Heavy Traffic,11/08/2016 8:02,New Jersey,"RELIANT TRANS, INC. (B232",30mins,3,Running Late
M274,Heavy Traffic,11/08/2016 8:20,Manhattan,LEESEL TRANSP CORP (B2192,30MIN,4,Running Late
M754,Heavy Traffic,11/08/2016 8:27,Manhattan,LEESEL TRANSP CORP (B2192,20 MIN,3,Running Late
J501,Heavy Traffic,11/08/2016 8:36,New Jersey,"THOMAS BUSES, INC. (B2321",10 min,1,Running Late
L351,Heavy Traffic,11/08/2016 9:33,Brooklyn,"RELIANT TRANS, INC. (B232",30mins,1,Running Late
L771,Heavy Traffic,11/09/2016 6:45,Brooklyn,B & F SKILLED INC.(B2192),15 mins,2,Running Late
L016,Heavy Traffic,11/09/2016 6:49,Brooklyn,B & F SKILLED INC.(B2192),10 mins,2,Running Late
R657,Heavy Traffic,11/09/2016 6:50,Staten Island,"RELIANT TRANS, INC. (B232",25 MIN,1,Running Late
J705,Heavy Traffic,11/09/2016 6:50,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,2,Running Late
Y919,Other,11/09/2016 6:53,,"DON THOMAS BUSES, INC. (B",15 MINTUES,1,Running Late
X726,Heavy Traffic,11/09/2016 6:53,Manhattan,"RELIANT TRANS, INC. (B232",15MINS,1,Running Late
X915,Heavy Traffic,11/09/2016 6:59,Bronx,G.V.C. LTD. (B2192),30 mins,3,Running Late
Y959,Other,11/09/2016 7:00,,"DON THOMAS BUSES, INC. (B",15 MINTUES,2,Running Late
M777,Heavy Traffic,07/11/2016 7:53,Manhattan,HOYT TRANSPORTATION CORP.,15 min,2,Running Late
Q122,Heavy Traffic,11/09/2016 7:00,Queens,"RELIANT TRANS, INC. (B232",20 MIN,2,Running Late
K895,Heavy Traffic,11/09/2016 7:08,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,7,Running Late
X069,Heavy Traffic,11/09/2016 7:09,Bronx,VAN TRANS LLC (B2192),,4,Running Late
X200,Heavy Traffic,11/09/2016 7:11,Bronx,VAN TRANS LLC (B2192),15 mins,6,Running Late
X262,Heavy Traffic,11/09/2016 7:12,Bronx,VAN TRANS LLC (B2192),15 mins,6,Running Late
R860,Heavy Traffic,11/09/2016 7:14,Staten Island,B & F SKILLED INC.(B2192),20 mins,3,Running Late
X001,Heavy Traffic,11/09/2016 7:14,Bronx,VAN TRANS LLC (B2192),15 mins,5,Running Late
L006,Heavy Traffic,11/09/2016 7:16,Brooklyn,B & F SKILLED INC.(B2192),15 mins,1,Running Late
X349,Heavy Traffic,11/09/2016 6:50,Bronx,VAN TRANS LLC (B2192),20mins,2,Running Late
X280,Heavy Traffic,11/09/2016 7:21,Bronx,VAN TRANS LLC (B2192),15 mins,7,Running Late
Q821,Problem Run,11/09/2016 7:15,Queens,FIRST STEPS TRANSP INC. (,10 min,4,Running Late
W799,Heavy Traffic,11/09/2016 7:22,Westchester,VAN TRANS LLC (B2192),15 mins,2,Running Late
X8561,Heavy Traffic,11/09/2016 7:27,Bronx,VAN TRANS LLC (B2192),20 mins,2,Running Late
X307,Heavy Traffic,11/09/2016 7:29,Bronx,VAN TRANS LLC (B2192),25 mins,10,Running Late
W899,Heavy Traffic,11/09/2016 7:30,Westchester,VAN TRANS LLC (B2192),15 mins,2,Running Late
X382,Heavy Traffic,11/09/2016 7:31,Bronx,VAN TRANS LLC (B2192),15 mins,10,Running Late
R709,Heavy Traffic,11/09/2016 7:31,Staten Island,"RELIANT TRANS, INC. (B232",,8,Running Late
X204,Heavy Traffic,11/09/2016 7:33,Bronx,VAN TRANS LLC (B2192),15 MINS,10,Running Late
L526,Heavy Traffic,11/09/2016 7:34,,"RELIANT TRANS, INC. (B232",15MINS,4,Running Late
X262,Heavy Traffic,11/09/2016 7:22,Bronx,VAN TRANS LLC (B2192),25mins,10,Running Late
L353,Heavy Traffic,11/09/2016 7:38,,"RELIANT TRANS, INC. (B232",,3,Running Late
X375,Other,11/09/2016 7:37,Bronx,VAN TRANS LLC (B2192),35mins,10,Running Late
X339,Heavy Traffic,11/09/2016 7:40,Bronx,VAN TRANS LLC (B2192),15 mins,12,Running Late
L351,Heavy Traffic,11/09/2016 7:41,,"RELIANT TRANS, INC. (B232",15MINS,3,Running Late
M452,Problem Run,11/09/2016 7:40,Manhattan,FIRST STEPS TRANSP INC. (,15 MIN,3,Running Late
Q298,Heavy Traffic,11/09/2016 7:35,Queens,FIRST STEPS TRANSP INC. (,20 min,6,Running Late
M167,Heavy Traffic,11/09/2016 7:42,Manhattan,"RELIANT TRANS, INC. (B232",30 MIN,9,Running Late
X8669,Heavy Traffic,11/09/2016 7:42,Bronx,VAN TRANS LLC (B2192),15 MINS,7,Running Late
W829,Heavy Traffic,11/09/2016 7:44,Westchester,VAN TRANS LLC (B2192),15 MINS,2,Running Late
Q801,Heavy Traffic,11/09/2016 7:40,Queens,FIRST STEPS TRANSP INC. (,30 min,2,Running Late
M581,Heavy Traffic,11/09/2016 7:44,Manhattan,"RELIANT TRANS, INC. (B232",,4,Running Late
L590,Heavy Traffic,11/09/2016 7:47,,"RELIANT TRANS, INC. (B232",15MINS,5,Running Late
M913,Heavy Traffic,11/09/2016 7:47,Manhattan,G.V.C. LTD. (B2192),10 mins,2,Running Late
L780,Heavy Traffic,11/09/2016 7:47,,"RELIANT TRANS, INC. (B232",,3,Running Late
X785,Heavy Traffic,11/09/2016 7:49,Bronx,G.V.C. LTD. (B2192),35 mins,3,Running Late
U923,Heavy Traffic,11/09/2016 7:53,Rockland County,"DON THOMAS BUSES, INC. (B",20 MINTUES,4,Running Late
X696,Heavy Traffic,11/09/2016 7:53,Bronx,G.V.C. LTD. (B2192),10,8,Running Late
L904,Heavy Traffic,11/09/2016 7:55,Queens,"RELIANT TRANS, INC. (B232",20 MIN,5,Running Late
X665,Heavy Traffic,11/09/2016 7:58,Bronx,G.V.C. LTD. (B2192),20,5,Running Late
Q404,Heavy Traffic,11/09/2016 7:58,Queens,"RELIANT TRANS, INC. (B232",20 MIN,7,Running Late
X425,Other,11/09/2016 7:30,Bronx,PRIDE TRANSPORTATION (SCH,20min,4,Running Late
K786,Heavy Traffic,11/09/2016 8:09,Brooklyn,"RELIANT TRANS, INC. (B232",20 MIN,9,Running Late
X374,Heavy Traffic,11/09/2016 7:59,Bronx,CONSOLIDATED BUS TRANS. I,25-30 MIN,4,Running Late
P301,Problem Run,11/09/2016 7:35,,ACME BUS CORP. (B2321),30Min,7,Running Late
Q150,Heavy Traffic,11/09/2016 8:13,Queens,"RELIANT TRANS, INC. (B232",20 MIN,14,Running Late
K780,Heavy Traffic,11/09/2016 8:17,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,9,Running Late
X133,Other,11/09/2016 8:24,Bronx,"RELIANT TRANS, INC. (B232",15MINS,20,Running Late
M950,Heavy Traffic,11/09/2016 8:30,Manhattan,LEESEL TRANSP CORP (B2192,30 min,3,Running Late
X592,Heavy Traffic,11/09/2016 14:53,Bronx,G.V.C. LTD. (B2192),10mins,1,Running Late
X072,Other,11/09/2016 15:25,Bronx,CONSOLIDATED BUS TRANS. I,1 hour,13,Running Late
X724,Mechanical Problem,11/09/2016 15:35,Bronx,"RELIANT TRANS, INC. (B232",,1,Breakdown
X601,Heavy Traffic,11/09/2016 16:05,Bronx,G.V.C. LTD. (B2192),10MINS,4,Running Late
X600,Heavy Traffic,11/09/2016 16:29,Bronx,G.V.C. LTD. (B2192),20MINS,2,Running Late
X591,Mechanical Problem,11/09/2016 17:55,Bronx,"RELIANT TRANS, INC. (B232",,5,Breakdown
X058,Heavy Traffic,11/10/2016 6:42,Bronx,"RELIANT TRANS, INC. (B232",15MINS,1,Running Late
R860,Heavy Traffic,11/10/2016 6:45,Staten Island,B & F SKILLED INC.(B2192),20 mins,1,Running Late
L771,Heavy Traffic,11/10/2016 6:48,Brooklyn,B & F SKILLED INC.(B2192),20 mins,2,Running Late
L016,Heavy Traffic,11/10/2016 6:50,Brooklyn,B & F SKILLED INC.(B2192),10 mins,2,Running Late
Y901,Heavy Traffic,11/10/2016 6:55,,"DON THOMAS BUSES, INC. (B",15 MINTUES,1,Running Late
X307,Heavy Traffic,11/10/2016 7:00,Bronx,VAN TRANS LLC (B2192),30 mins,2,Running Late
X262,Heavy Traffic,11/10/2016 7:02,Bronx,VAN TRANS LLC (B2192),15 mins,4,Running Late
L904,Heavy Traffic,11/10/2016 7:03,Bronx,"RELIANT TRANS, INC. (B232",25 MIN,4,Running Late
X244,Heavy Traffic,11/10/2016 7:03,Bronx,VAN TRANS LLC (B2192),20 mins,1,Running Late
X050,Heavy Traffic,11/10/2016 7:08,Bronx,"RELIANT TRANS, INC. (B232",20 MIN,2,Running Late
X398,Heavy Traffic,11/10/2016 7:06,Bronx,VAN TRANS LLC (B2192),20 mins,3,Running Late
X205,Heavy Traffic,11/10/2016 7:09,Bronx,VAN TRANS LLC (B2192),15 mins,5,Running Late
X8535,Heavy Traffic,11/10/2016 7:10,Bronx,G.V.C. LTD. (B2192),20 mins,3,Running Late
X8522,Heavy Traffic,11/10/2016 7:12,Bronx,G.V.C. LTD. (B2192),20 mins,2,Running Late
W813,Heavy Traffic,09/06/2016 8:43,Westchester,THOMAS BUSES INC (B2192),25 mins,2,Running Late
L655,Heavy Traffic,09/06/2016 8:53,Queens,"RELIANT TRANS, INC. (B232",20mins,3,Running Late
X379,Heavy Traffic,11/10/2016 7:16,Bronx,VAN TRANS LLC (B2192),15 mins,8,Running Late
X049,Heavy Traffic,11/10/2016 7:14,Bronx,VAN TRANS LLC (B2192),30mins,8,Running Late
N751,Heavy Traffic,11/10/2016 7:12,Nassau County,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
X205,Heavy Traffic,11/10/2016 7:17,Bronx,VAN TRANS LLC (B2192),30mins,8,Running Late
X178,Heavy Traffic,11/10/2016 7:20,Bronx,VAN TRANS LLC (B2192),15 mins,9,Running Late
X060,Heavy Traffic,11/10/2016 7:19,Bronx,VAN TRANS LLC (B2192),30mins,8,Running Late
X8667,Heavy Traffic,11/10/2016 7:21,Bronx,VAN TRANS LLC (B2192),15 mins,6,Running Late
Y653,Heavy Traffic,11/10/2016 7:19,,"BORO TRANSIT, INC.",25-30 MIN,3,Running Late
M718,Heavy Traffic,11/10/2016 7:22,Manhattan,"RELIANT TRANS, INC. (B232",20 MIN,6,Running Late
X8564,Other,11/10/2016 7:23,Bronx,VAN TRANS LLC (B2192),20mins,6,Running Late
M635,Heavy Traffic,11/10/2016 7:24,Manhattan,"RELIANT TRANS, INC. (B232",20 MIN,8,Running Late
X379,Heavy Traffic,11/10/2016 7:24,Bronx,VAN TRANS LLC (B2192),30mins,3,Running Late
X133,Heavy Traffic,11/10/2016 7:26,Bronx,"RELIANT TRANS, INC. (B232",20 MIN,7,Running Late
K557,Heavy Traffic,09/07/2016 7:05,Brooklyn,"RELIANT TRANS, INC. (B232",20MINS,6,Running Late
L005,Heavy Traffic,11/10/2016 7:20,,"BORO TRANSIT, INC.",25-35 MIN,3,Running Late
Q821,Problem Run,11/10/2016 7:25,Queens,FIRST STEPS TRANSP INC. (,15 Min,2,Running Late
X020,Heavy Traffic,11/10/2016 7:23,Bronx,VAN TRANS LLC (B2192),15 mins,10,Running Late
X049,Heavy Traffic,11/10/2016 7:30,Bronx,VAN TRANS LLC (B2192),15 mins,10,Running Late
X049,Heavy Traffic,11/10/2016 7:29,Bronx,VAN TRANS LLC (B2192),20mins,10,Running Late
R709,Heavy Traffic,11/10/2016 7:31,Staten Island,"RELIANT TRANS, INC. (B232",25 MIN,6,Running Late
M059,Heavy Traffic,11/10/2016 7:29,Manhattan,"BORO TRANSIT, INC.",35-45 MIN,4,Running Late
X000,Heavy Traffic,11/10/2016 7:32,Bronx,VAN TRANS LLC (B2192),25mins,10,Running Late
N903,Heavy Traffic,11/10/2016 7:36,All Boroughs,VAN TRANS LLC (B2192),30mins,1,Running Late
X156,Heavy Traffic,11/10/2016 7:30,Bronx,"BORO TRANSIT, INC.",25-35 MIN,6,Running Late
C910,Heavy Traffic,11/10/2016 7:33,Connecticut,VAN TRANS LLC (B2192),15 mins,1,Running Late
M221,Heavy Traffic,11/10/2016 7:35,Manhattan,"BORO TRANSIT, INC.",25-35 MIN,2,Running Late
X204,Heavy Traffic,11/10/2016 7:39,Bronx,VAN TRANS LLC (B2192),15 mins,12,Running Late
M913,Heavy Traffic,11/10/2016 7:40,Manhattan,G.V.C. LTD. (B2192),10 mins,2,Running Late
Y730,Heavy Traffic,11/10/2016 7:39,,"DON THOMAS BUSES, INC. (B",10 MINTUES,5,Running Late
K581,Heavy Traffic,11/10/2016 7:40,Brooklyn,"RELIANT TRANS, INC. (B232",25 MIN,3,Running Late
M086,Heavy Traffic,11/10/2016 7:35,Manhattan,"BORO TRANSIT, INC.",35-45 MIN,5,Running Late
Y731,Heavy Traffic,11/10/2016 7:42,Bronx,G.V.C. LTD. (B2192),10 mins,3,Running Late
X018,Heavy Traffic,11/10/2016 7:40,Bronx,CONSOLIDATED BUS TRANS. I,45 MIN,2,Running Late
X008,Heavy Traffic,11/10/2016 7:40,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
X009,Heavy Traffic,11/10/2016 7:42,Bronx,CONSOLIDATED BUS TRANS. I,30-35 MIN,6,Running Late
X391,Heavy Traffic,11/10/2016 7:45,Bronx,VAN TRANS LLC (B2192),15 mins,10,Running Late
X023,Heavy Traffic,11/10/2016 7:45,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
X107,Heavy Traffic,11/10/2016 7:45,Bronx,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
X228,Heavy Traffic,11/10/2016 7:48,Bronx,VAN TRANS LLC (B2192),15 mins,19,Running Late
L351,Heavy Traffic,11/10/2016 7:49,Bronx,"RELIANT TRANS, INC. (B232",20 MIN,2,Running Late
M125,Heavy Traffic,11/10/2016 7:45,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
X785,Heavy Traffic,11/10/2016 7:45,Bronx,G.V.C. LTD. (B2192),30MIN,4,Running Late
M393,Heavy Traffic,11/10/2016 7:50,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,6,Running Late
Q404,Heavy Traffic,11/10/2016 7:53,Queens,"RELIANT TRANS, INC. (B232",25 MIN,6,Running Late
X976,Accident,11/10/2016 7:53,Bronx,G.V.C. LTD. (B2192),45 mins,3,Running Late
Y949,Heavy Traffic,11/10/2016 7:54,,"DON THOMAS BUSES, INC. (B",10 MINTUES,3,Running Late
M161,Heavy Traffic,11/10/2016 7:50,Manhattan,CONSOLIDATED BUS TRANS. I,35-45 MIN,4,Running Late
Q150,Heavy Traffic,11/10/2016 7:55,Queens,"RELIANT TRANS, INC. (B232",20 MIN,11,Running Late
U913,Heavy Traffic,11/10/2016 7:52,Rockland County,PRIDE TRANSPORTATION (SCH,30min,3,Running Late
M473,Other,11/10/2016 7:50,Manhattan,CONSOLIDATED BUS TRANS. I,25-35 MIN,5,Running Late
